timestamp,levelPlayID,playerId,timePlayed,TotalScore,MapScore,MapScorePercentage,enemiesKilledPct,HealthBarrelsTaken,PowerUpsTaken,AvgEnemiesAliveOnPowerUpTaken,lootTakenPct,deaths,bowmanTime,knightTime,berserkerTime,bowLightAtk,bowHeavyAtk,bowLightDash,bowHeavyDash,bowDefense,knightLightAtk,knightHeavyAtk,knightLightDash,knightHeavyDash,knightDefense,berserkLightAtk,berserkHeavyAtk,berserkLightDash,berserkHeavyDash,berserkDefense,damageTakenMelee,damageTakenRanged,damageTakenGuardianShield,damageTakenTraps,BowLightAttacksMeleeEnemy,BowHeavyAttacksMeleeEnemy,BowHeavyDashesMeleeEnemy,BowLightAttacksRangedEnemy,BowHeavyAttacksRangedEnemy,BowHeavyDashesRangedEnemy,BowLightAttacksBomberEnemy,BowHeavyAttacksBomberEnemy,BowHeavyDashesBomberEnemy,BowLightAttacksAssassinEnemy,BowHeavyAttacksAssassinEnemy,BowHeavyDashesAssassinEnemy,BowLightAttacksGuardianEnemy,BowHeavyAttacksGuardianEnemy,BowHeavyDashesGuardianEnemy,KnightLightAttacksMeleeEnemy,KnightHeavyAttacksMeleeEnemy,KnightHeavyDashesMeleeEnemy,KnightLightAttacksRangedEnemy,KnightHeavyAttacksRangedEnemy,KnightHeavyDashesRangedEnemy,KnightLightAttacksBomberEnemy,KnightHeavyAttacksBomberEnemy,KnightHeavyDashesBomberEnemy,KnightLightAttacksAssassinEnemy,KnightHeavyAttacksAssassinEnemy,KnightHeavyDashesAssassinEnemy,KnightLightAttacksGuardianEnemy,KnightHeavyAttacksGuardianEnemy,KnightHeavyDashesGuardianEnemy,BerserkerLightAttacksMeleeEnemy,BerserkerHeavyAttacksMeleeEnemy,BerserkerHeavyDashesMeleeEnemy,BerserkerLightAttacksRangedEnemy,BerserkerHeavyAttacksRangedEnemy,BerserkerHeavyDashesRangedEnemy,BerserkerLightAttacksBomberEnemy,BerserkerHeavyAttacksBomberEnemy,BerserkerHeavyDashesBomberEnemy,BerserkerLightAttacksAssassinEnemy,BerserkerHeavyAttacksAssassinEnemy,BerserkerHeavyDashesAssassinEnemy,BerserkerLightAttacksGuardianEnemy,BerserkerHeavyAttacksGuardianEnemy,BerserkerHeavyDashesGuardianEnemy,GeometryBehavior,FurnishingBehaviorSpread,FurnishingBehaviorRatio,EnemyBehaviorRatio,EnemyBehaviorDifficulty,AttackSpeedMultiplier,MovementSpeedMultiplier,DamageMultiplier,FormChangeCount,FormChangeCountInCombat,OptionalRoomPercentage,AverageDistanceToMainPath,AverageDistanceToWall,AverageDistanceToEnemies,BowDefenseToMelee,BowDefenseToRanged,BowDefenseToBomber,BowDefenseToAssasssin,BowDefenseToGuardian,KnightDefenseToMelee,KnightDefenseToRanged,KnightDefenseToBomber,KnightDefenseToAssasssin,KnightDefenseToGuardian,BerserkerDefenseToMelee,BerserkerDefenseToRanged,BerserkerDefenseToBomber,BerserkerDefenseToAssasssin,BerserkerDefenseToGuardian,PowerUpsTakenPercent
4/9/2026 17:08:05,,a337940f472f2f83c15e80db566145fe9e844d0d,244.5776367,1410,1410,91.55844116,100,35,7,17.2857151,78.57142639,0,40.62799454,136.8665161,67.0855484,41,0,2,0,0,22,28,9,9,2,18,19,3,5,0,50,60,50,30,0,0,0,4,0,0,4,0,0,11,0,0,1,0,0,0,6,7,2,0,2,7,1,3,2,0,0,1,23,30,3,37,13,0,0,2,4,1,2,0,2,0,2,0,5,7,2,1,85,2,1.449999928,1.200000048,1.299999952,10,8,100,8.096492767,4.38593483,0.8342698812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,
4/9/2026 17:11:08,,a337940f472f2f83c15e80db566145fe9e844d0d,182.338562,1710,1710,74.02597046,100,41,7,41.7142868,100,0,79.26818085,103.0720901,0,71,5,9,2,9,7,24,6,1,4,0,0,0,0,0,220,0,0,0,70,29,3,0,0,0,0,0,0,0,0,0,0,0,0,26,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,1.449999928,1.300000072,1.149999976,4,2,100,5.361586571,2.05226922,0.635399282,37,0,0,0,0,0,0,0,0,0,11,0,0,0,0,
4/9/2026 17:14:51,,a337940f472f2f83c15e80db566145fe9e844d0d,215.9391479,1950,1950,76.47058868,100,48,25,14.68000031,100,0,163.7883911,33.13551712,19.01449966,155,3,8,1,14,5,5,0,0,1,26,2,0,1,1,0,0,0,115,0,0,0,0,0,0,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,9,3,1,0,2,2.950000525,1.800000191,1.599999905,13,6,100,9.252922058,2.664530993,0.6998209357,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,
4/9/2026 17:16:11,,a337940f472f2f83c15e80db566145fe9e844d0d,57.00006485,180,180,10.909091,12.5,51,1,35,15.38461494,1,7.603965282,4.993643284,44.4024086,7,0,1,0,0,4,0,0,0,0,2,5,4,1,1,80,90,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,2,4,17,1,0,0,0,5,3,33.33333206,13.43450737,4.658733845,0.1019160002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:34:26,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,157.7793884,490,490,31.81818199,43.75,3,3,24.33333397,42.8571434,1,58.31676865,29.94324303,69.51908112,29,6,6,3,1,6,4,5,1,1,74,2,8,3,1,0,102.5,45,20,8,0,0,3,3,0,1,0,2,3,9,0,0,0,3,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,10,0,4,0,0,2,3,1,2,0,0,0,29,1,5,7,2,1,85,2,0,0,0,25,15,100,6.778659344,3.00354743,7.552289963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:36:35,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,128.8600464,540,540,35.06493378,62.5,4,2,25.5,21.4285717,1,70.65309143,8.392502785,49.81505585,27,10,4,2,1,0,0,0,0,0,70,0,5,4,0,20,20,10,100,14,44,2,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,2,0,1,7,0,0,0,0,0,14,0,6,7,2,1,85,2,0,0,0,7,5,0,5.674082756,3.533570766,3.42687583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:40:56,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,258.6216431,1350,1350,87.66233826,96.875,7,6,20.5,64.2857132,0,42.28932953,12.69896507,203.6350555,17,6,3,0,0,3,0,0,0,1,87,72,6,9,0,90,60,25,5,0,6,0,2,3,0,0,5,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,3,2,2,1,6,5,3,1,5,2,11,37,7,7,2,1,85,2,1.149999976,1.200000048,1.449999928,15,12,100,8.406862259,3.788730145,2.84300971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
4/10/2026 3:41:43,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,49.1592865,430,430,18.61471939,23.33333397,9,5,50,53.84615326,1,0,5.323852062,43.83546448,0,0,0,0,0,3,1,0,0,0,36,15,1,2,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,11,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,0,0,0,3,1,50,3.028938055,1.427147865,0.6525574923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:44:29,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,166.6622009,1550,1550,67.0995636,91.66666412,13,5,42.20000076,69.2307663,0,6.786531448,100.1737823,59.70097351,1,0,0,0,0,28,29,2,2,0,18,31,1,3,1,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,14,0,0,0,0,0,0,0,0,0,0,0,0,36,61,28,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,1.149999976,1.300000072,1.149999976,11,8,50,3.765012503,2.448405504,1.249050498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:47:57,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,207.681778,1380,1380,54.11764526,60,18,18,23.72222137,71.875,0,185.6279449,11.68689823,10.36652565,204,2,2,1,0,0,0,2,0,0,12,1,0,0,0,80,0,0,45,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,3,1,0,2,1.899999857,1.500000119,2.049999952,9,5,66.66666412,4.869692326,2.287257671,1.814555526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:51:22,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,204.3579407,1320,1320,80,80,27,2,28,42.30769348,0,163.4970093,7.441147327,33.42093277,153,8,2,1,3,1,0,1,0,0,9,2,12,1,0,40,100,0,0,0,0,0,43,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,6,2,4,17,1,1,1.200000048,1,7,5,33.33333206,9.950816154,5.552896976,1.295636058,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 3:55:43,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,261.4364319,2090,2090,137.5,100,32,13,19.15384674,100,0,1.037087917,222.772995,37.62783813,0,0,0,0,0,7,120,2,11,1,10,14,1,2,0,0,120,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,2,140,51,0,0,0,0,0,4,0,0,0,0,0,0,4,9,4,4,4,1,113,3,1.899999857,1.300000072,1.599999905,6,4,50,17.25801849,1.433023095,2.213135004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,
4/10/2026 3:58:59,,bbd174147e56b9d0ecff534e0bc4e7aa42920e66,196.1598206,1380,1380,89.61038971,100,35,6,19.83333397,64.2857132,0,3.55048728,186.8420715,5.766934872,2,2,0,0,0,56,51,6,9,0,0,0,0,0,0,40,40,55,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,39,18,11,4,0,6,6,2,6,4,2,0,4,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,1.299999952,1.200000048,1.299999952,6,3,100,6.163817883,3.435617208,0.7819012403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,
4/10/2026 14:05:28,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,129.1383514,220,220,14.28571415,21.875,0,2,28.5,14.28571415,1,56.53808594,69.11839294,3.481707573,50,0,0,0,1,36,2,9,0,2,3,0,0,0,0,30,18.625,20,80,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,0,0,0,45,4,0,3.909749031,2.808051825,9.32030201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 14:07:44,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,137.3414459,230,230,14.93506527,25,0,1,29,7.142857075,1,56.61075974,57.5315094,23.19892502,9,13,10,0,0,10,0,30,2,1,23,0,2,0,0,20,110,5,5,5,17,0,0,0,0,0,12,0,0,6,0,2,1,0,0,0,1,1,0,1,0,0,0,2,0,1,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,0,0,0,15,7,0,5.405063629,2.914398909,4.107936859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 14:08:41,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,56.15487671,140,140,9.090909004,18.75,0,0,0,0,1,35.31496429,20.83996582,0,1,8,12,0,0,12,1,6,0,0,0,0,0,0,0,60,45,60,0,6,24,0,1,0,0,2,5,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,0,0,0,5,3,0,5.812769413,2.598491907,1.038652182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 14:11:19,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,157.8032532,320,320,20.77922058,28.125,3,3,29.33333397,42.8571434,1,126.3048553,24.24040794,7.257218361,59,10,11,5,3,1,0,8,0,0,0,0,0,0,3,20,70,20,60,13,18,0,4,0,0,2,6,0,3,9,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,0,0,0,9,2,100,9.056779861,2.397382498,2.80267477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/10/2026 14:12:41,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,80.84146118,230,230,14.93506527,21.875,5,2,27,28.5714283,1,49.57808304,9.404382706,21.85912323,21,6,6,1,0,2,0,2,1,0,9,0,1,3,0,50,90,35,0,11,21,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,5,7,2,1,85,2,0,0,0,10,7,100,11.6808691,2.739123106,1.29814887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
4/10/2026 14:14:36,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,115.5979538,200,200,12.98701286,21.875,5,1,29,7.142857075,1,25.52614212,29.64430428,60.42753983,10,0,0,2,0,3,1,0,3,0,45,0,2,7,1,40,90,30,15,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,10,0,10,1,0,0,4,0,2,0,0,0,6,0,2,7,2,1,85,2,0,0,0,9,6,0,4.583051205,2.491854668,1.386721373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
4/10/2026 14:19:12,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,277.1776428,390,390,25.32467461,46.875,7,1,32,21.4285717,1,123.2937012,14.79120064,139.092804,107,0,1,0,7,1,0,0,1,0,29,0,0,13,1,50,77.5,15,35,77,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,3,1,0,0,9,0,19,7,2,1,85,2,0,0,0,13,11,0,10.2555933,6.035616875,2.530946255,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
4/10/2026 14:25:02,,e9b0792f81fca2bf2a0909038e265542f1f5f9aa,349.2204895,1000,1000,64.93506622,78.125,8,1,29,14.28571415,0,159.0293427,8.112976074,182.0821075,119,2,0,6,3,0,0,0,0,0,90,1,5,17,2,40,72.5,35,10,60,4,8,3,0,0,7,0,0,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,7,1,0,2,7,0,5,3,0,0,16,0,29,7,2,1,85,2,1.149999976,1,1,17,15,0,4.692817211,3.308696747,1.671772599,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:28:10,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,136.2796478,350,350,22.72727203,37.5,1,2,25,21.4285717,1,3.682990551,13.79835892,118.7978897,0,0,0,0,0,3,0,0,0,1,143,0,0,0,2,60,10,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3,0,0,12,0,0,0,0,0,24,0,0,7,2,1,85,2,0,0,0,9,0,0,3.820520878,3.236646175,7.47124815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4/11/2026 15:30:53,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,157.0791168,720,720,46.75324631,50,2,1,32,14.28571415,0,0,11.69536114,145.3842621,0,0,0,0,0,6,0,0,0,1,260,1,6,0,0,30,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,3,0,0,6,0,0,6,0,0,27,0,0,7,2,1,85,2,1.149999976,1,1,3,1,0,10.37553787,5.977764606,3.987683296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
4/11/2026 15:31:23,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,30.04058075,240,240,10.38961029,15,2,2,60,15.38461494,1,0,10.28346062,19.75716019,0,0,0,0,0,9,0,0,0,0,43,0,0,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,0,0,0,3,1,0,2.375535488,1.438230038,0.7842161655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:32:20,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,57.79995728,1010,1010,43.72294235,51.66666794,4,3,59.66666794,38.46154022,0,0,8.876153946,48.92380524,0,0,0,0,0,11,0,0,0,0,82,9,0,0,1,70,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,1.299999952,1.100000024,1,3,1,0,3.055024147,2.642785072,0.9383563995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:33:30,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,69.77955627,390,390,15.29411793,3.333333254,4,12,29.08333397,37.5,1,0,11.07616901,58.70339203,0,0,0,0,0,3,1,0,0,0,42,0,2,0,1,20,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,3,1,0,2,0,0,0,3,1,33.33333206,5.026465893,2.192648888,1.252236485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:34:20,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,49.16013336,90,90,3.529411793,0,4,3,30,9.375,1,0,32.81047058,16.34971237,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,100,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,3,1,0,2,0,0,0,3,1,66.66666412,7.151329041,2.367338896,0.9458954334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:35:20,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,60.32006454,150,150,5.882352829,6.666666508,4,3,30,9.375,1,0,4.08655262,56.23350525,0,0,0,0,0,1,0,0,0,0,23,0,5,0,0,80,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,3,1,0,2,0,0,0,4,2,66.66666412,6.308810234,2.29995966,1.045436859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:37:39,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,138.6597595,1110,1110,43.52941132,43.33333206,4,14,25.9285717,43.75,0,0,4.908008575,133.7520142,0,0,0,0,0,1,0,1,0,0,124,9,4,0,0,40,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,0,0,0,0,0,0,9,3,1,0,2,1.899999857,1.400000095,1.599999905,3,1,66.66666412,6.778144836,2.064249754,1.46727562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:39:11,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,92.48028564,240,240,14.54545498,20,11,0,0,26.92307663,1,0,6.520486832,85.95948792,0,0,0,0,0,4,1,0,0,0,130,12,5,0,2,80,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,13,2,0,0,0,0,6,2,4,17,1,0,0,0,3,1,0,3.796261072,6.046010971,1.000723839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:40:50,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,98.91981506,450,450,27.27272797,37.5,18,0,0,26.92307663,1,0,10.88485241,88.0351181,0,0,0,0,0,5,1,0,0,0,74,46,1,0,1,20,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,12,12,0,0,0,0,6,2,4,17,1,0,0,0,3,1,0,6.227212906,5.757530689,0.9940580726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
4/11/2026 15:42:11,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,79.78032684,480,480,29.09090996,40,25,0,0,26.92307663,1,0,5.684289932,74.09622192,0,0,0,0,0,1,1,0,0,0,4,65,1,0,1,60,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,6,2,4,17,1,0,0,0,3,1,0,5.641153336,5.926939487,0.7230189443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:42:59,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,49.66002274,300,300,18.18181801,25,31,0,0,23.07692337,1,0,1.51728797,48.14278412,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,6,2,4,17,1,0,0,0,3,1,0,5.280798912,6.139598846,0.4432317019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:43:52,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,52.19898605,270,270,16.36363602,22.5,36,0,0,19.23077011,1,0,3.289743185,48.90934753,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,6,2,4,17,1,0,0,0,3,1,0,6.869307041,5.864684582,0.4245650172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:45:11,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,79.87982941,750,750,45.45454407,37.5,40,0,0,15.38461494,0,71.73150635,8.148683548,0,98,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,24,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,17,1,1,1,1,5,3,0,7.577020645,5.133609772,0.6090957522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:45:32,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,20.08013153,150,150,9.868420601,2.941176414,40,4,33.75,22.22222137,1,1.097382665,10.62917709,8.353549957,1,0,0,0,0,7,0,1,0,0,22,0,0,0,0,0,75,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,4,4,1,113,3,0,0,0,5,3,0,12.40841579,1.408757687,0.1811157465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:45:45,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,13.7800436,60,60,3.947368383,0,40,2,34,11.11111069,1,0,1.553838015,12.2261982,0,0,0,0,0,1,0,0,0,0,21,1,1,0,0,0,50,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,4,1,113,3,0,0,0,3,1,0,14.19616985,1.333642125,0.1046242341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 15:46:13,,61ba1ad1e381c2a7ccb892a864aad6a50daf8d96,27.81960487,180,180,11.84210491,5.882352829,40,4,33,22.22222137,1,21.2891922,4.968631268,1.561842322,17,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,139,10,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,113,3,0,0,0,5,3,0,11.44940186,1.440547824,0.2532053888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 20:12:08,,e922e6cbae592fbdc63bb927181d35fd4697f2d0,202.1201172,400,400,25.97402573,46.875,1,2,26,21.4285717,1,49.76081467,54.72604752,97.63285828,22,2,5,0,2,13,6,5,5,1,68,20,9,3,1,20,48.625,20,65,9,5,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,3,0,0,0,2,0,2,0,0,0,1,0,1,31,26,0,1,0,1,6,2,1,1,4,0,12,4,1,7,2,1,85,2,0,0,0,19,9,0,4.906903267,3.359427691,7.819666386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 20:14:11,,e922e6cbae592fbdc63bb927181d35fd4697f2d0,124.4928665,490,490,31.81818199,37.5,4,5,26.79999924,57.1428566,1,0,1.980201006,122.5127945,0,0,0,0,0,1,0,0,0,0,94,16,22,5,0,60,70,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,3,1,1,4,4,1,8,0,2,17,3,0,7,2,1,85,2,0,0,0,3,0,100,9.77014637,3.019112587,2.587918997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/11/2026 20:18:06,,e922e6cbae592fbdc63bb927181d35fd4697f2d0,233.4830322,1150,1150,74.67532349,84.375,6,4,22.5,42.8571434,0,0,233.4830322,0,0,0,0,0,0,25,65,14,4,4,0,0,0,0,0,30,100,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,2,3,1,0,0,6,1,2,3,0,4,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,85,2,1,1.100000024,1.449999928,2,0,50,5.141122818,3.18596983,2.627398491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
4/11/2026 20:21:27,,e922e6cbae592fbdc63bb927181d35fd4697f2d0,202.6220245,1710,1710,74.02597046,100,11,7,42.1428566,92.30769348,0,0,202.6220245,0,0,0,0,0,0,6,68,1,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,55,3,1.299999952,1.300000072,1.299999952,2,0,100,3.506724596,1.770025015,1.470841646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
4/11/2026 20:22:16,,e922e6cbae592fbdc63bb927181d35fd4697f2d0,48.91888428,240,240,9.411765099,16.66666603,11,3,30,9.375,1,0,48.91888428,0,0,0,0,0,0,8,11,5,0,0,0,0,0,0,0,80,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,2,0,0,0,2,0,33.33333206,8.866963387,1.729458332,0.5104487538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/13/2026 14:40:30,,3abf618e919c07766a50f1c7868f404b9061f589,92.99822998,200,200,12.98701286,21.875,1,1,29,14.28571415,1,4.382644176,53.80131149,34.81443024,8,0,0,0,0,21,0,3,0,5,29,0,5,0,3,60,50,45,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,13,0,0,7,2,1,85,2,0,0,0,4,2,0,4.316523552,2.817111969,7.328732491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
